Year,Type,Cost Center,Department,Object Account,Account Description,Subledger Type,Subledger,Subledger Description,Amount
2013,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D1,CC-Council District 1,153543
2013,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D2,CC-Council District 2,153543
2013,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D3,CC-Council District 3,153543
2013,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D4,CC-Council District 4,153543
2013,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D5,CC-Council District 5,153543
2013,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D6,CC-Council District 6,153543
2013,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D7,CC-Council District 7,153543
2013,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D8,CC-Council District 8,153543
2013,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D9,CC-Council District 9,153540
2013,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D1,CC-Council District 1,4444
2013,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D2,CC-Council District 2,4444
2013,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D3,CC-Council District 3,4444
2013,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D4,CC-Council District 4,4444
2013,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D5,CC-Council District 5,4444
2013,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D6,CC-Council District 6,4445
2013,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D7,CC-Council District 7,4445
2013,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D8,CC-Council District 8,4445
2013,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D9,CC-Council District 9,4445
2013,Expenditure,101200,CITY CLERK,51101,REGULAR,S,CC0,CC-General,582993
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC0,CC-General,6000
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC1,CC-Council District 1,6000
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC2,CC-Council District 2,6000
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC3,CC-Council District 3,6000
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC4,CC-Council District 4,6000
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC5,CC-Council District 5,6000
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC6,CC-Council District 6,6000
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC7,CC-Council District 7,6000
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC8,CC-Council District 8,6000
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC9,CC-Council District 9,6000
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC0,CC-General,100
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC1,CC-Council District 1,100
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC2,CC-Council District 2,100
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC3,CC-Council District 3,100
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC4,CC-Council District 4,100
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC5,CC-Council District 5,100
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC6,CC-Council District 6,100
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC7,CC-Council District 7,100
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC8,CC-Council District 8,100
2013,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC9,CC-Council District 9,100
2013,Expenditure,101200,CITY CLERK,53509,COMPUTER MAINTANACE,S,CC0,CC-General,12562
2013,Expenditure,101200,CITY CLERK,53517,LEGAL FEES,S,CC0,CC-General,51120
2013,Expenditure,101200,CITY CLERK,53541,AUDITING-NON FINANCIAL,S,CC0,CC-General,20000
2013,Expenditure,101200,CITY CLERK,53901,PROFESSIONAL SERVICES - CONVER,S,CC1,CC-Council District 1,1000
2013,Expenditure,101200,CITY CLERK,54505,OFFICE EQUIPMENT,S,CC0,CC-General,6000
2013,Expenditure,101200,CITY CLERK,55305,PROMOTIONAL,S,CC0,CC-General,2300
2013,Expenditure,101200,CITY CLERK,55501,PRINTING & BINDING,S,CC0,CC-General,2000
2013,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC0,CC-General,5000
2013,Expenditure,101200,CITY CLERK,55705,LODGING,S,CC0,CC-General,5000
2013,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC0,CC-General,2000
2013,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC1,CC-Council District 1,8417
2013,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC2,CC-Council District 2,933
2013,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC3,CC-Council District 3,933
2013,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC4,CC-Council District 4,933
2013,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC5,CC-Council District 5,933
2013,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC6,CC-Council District 6,933
2013,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC7,CC-Council District 7,934
2013,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC8,CC-Council District 8,934
2013,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC9,CC-Council District 9,934
2013,Expenditure,101200,CITY CLERK,56151,OPERATIONAL SUPPLIES,S,CC0,CC-General,8000
2013,Expenditure,101200,CITY CLERK,56401,MATERIALS,S,CC0,CC-General,5000
2013,Expenditure,101200,CITY CLERK,57501,MACHINERY AND EQUIPMENT,S,CC0,CC-General,6000
2013,Expenditure,101200,CITY CLERK,57571,FURNITURE AND FIXTURES,S,CC0,CC-General,500
2013,Expenditure,102000,MAYOR'S OFFICE,51101,REGULAR, , ,,895269
2013,Expenditure,102000,MAYOR'S OFFICE,51401,PREMIUM PAY, , ,,2122
2013,Expenditure,102000,MAYOR'S OFFICE,53101,ADMINISTRATIVE FEES, , ,,3000
2013,Expenditure,102000,MAYOR'S OFFICE,53301,WORKFORCE TRAINING, , ,,87000
2013,Expenditure,102000,MAYOR'S OFFICE,53517,LEGAL FEES, , ,,57440
2013,Expenditure,102000,MAYOR'S OFFICE,53725,MAINTENANCE - MISC, , ,,5000
2013,Expenditure,102000,MAYOR'S OFFICE,54505,OFFICE EQUIPMENT, , ,,5632
2013,Expenditure,102000,MAYOR'S OFFICE,56101,OFFICE SUPPLIES, , ,,15000
2013,Expenditure,102000,MAYOR'S OFFICE,56151,OPERATIONAL SUPPLIES, , ,,5000
2013,Expenditure,102000,MAYOR'S OFFICE,57571,FURNITURE AND FIXTURES, , ,,3233
2013,Expenditure,103000,INNOVATION & PERFORMANCE,51101,REGULAR, , ,,2932972
2013,Expenditure,103000,INNOVATION & PERFORMANCE,51401,PREMIUM PAY, , ,,34050
2013,Expenditure,103000,INNOVATION & PERFORMANCE,52602,TUITION REIMBURSEMENT, , ,,14522
2013,Expenditure,103000,INNOVATION & PERFORMANCE,53101,ADMINISTRATIVE FEES, , ,,83390
2013,Expenditure,103000,INNOVATION & PERFORMANCE,53301,WORKFORCE TRAINING, , ,,15284
2013,Expenditure,103000,INNOVATION & PERFORMANCE,53501,AUDITING & ACCOUNTING SERVICE, , ,,1174934
2013,Expenditure,103000,INNOVATION & PERFORMANCE,53509,COMPUTER MAINTANACE, , ,,487127
2013,Expenditure,103000,INNOVATION & PERFORMANCE,53701,REPAIRS, , ,,2743
2013,Expenditure,103000,INNOVATION & PERFORMANCE,53705,DATA PROCESSING, , ,,2762
2013,Expenditure,103000,INNOVATION & PERFORMANCE,53725,MAINTENANCE - MISC, , ,,20014
2013,Expenditure,103000,INNOVATION & PERFORMANCE,53901,PROFESSIONAL SERVICES - CONVER, , ,,3608
2013,Expenditure,103000,INNOVATION & PERFORMANCE,54201,MAINTENANCE, , ,,21739
2013,Expenditure,103000,INNOVATION & PERFORMANCE,54505,OFFICE EQUIPMENT, , ,,16810
2013,Expenditure,103000,INNOVATION & PERFORMANCE,54513,MCHINERY & EQUIPMENTS, , ,,3901
2013,Expenditure,103000,INNOVATION & PERFORMANCE,54601,ELECTRIC, , ,,4975000
2013,Expenditure,103000,INNOVATION & PERFORMANCE,54603,NATURAL GAS, , ,,1845000
2013,Expenditure,103000,INNOVATION & PERFORMANCE,54607,STEAM, , ,,500000
2013,Expenditure,103000,INNOVATION & PERFORMANCE,54609,WATER, , ,,125500
2013,Expenditure,103000,INNOVATION & PERFORMANCE,55201,TELEPHONE, , ,,854934
2013,Expenditure,103000,INNOVATION & PERFORMANCE,55305,PROMOTIONAL, , ,,10378
2013,Expenditure,103000,INNOVATION & PERFORMANCE,55701,TRANSPORTATION, , ,,4897
2013,Expenditure,103000,INNOVATION & PERFORMANCE,56101,OFFICE SUPPLIES, , ,,168485
2013,Expenditure,105000,HUMAN RELATIONS COMM.,51101,REGULAR, , ,,232127
2013,Expenditure,105000,HUMAN RELATIONS COMM.,53101,ADMINISTRATIVE FEES, , ,,6975
2013,Expenditure,105000,HUMAN RELATIONS COMM.,53301,WORKFORCE TRAINING, , ,,1200
2013,Expenditure,105000,HUMAN RELATIONS COMM.,53725,MAINTENANCE - MISC, , ,,2145
2013,Expenditure,105000,HUMAN RELATIONS COMM.,54505,OFFICE EQUIPMENT, , ,,974
2013,Expenditure,105000,HUMAN RELATIONS COMM.,56101,OFFICE SUPPLIES, , ,,1051
2013,Expenditure,106000,CITY CONTROLLER,51101,REGULAR, , ,,2768164
2013,Expenditure,106000,CITY CONTROLLER,52602,TUITION REIMBURSEMENT, , ,,12220
2013,Expenditure,106000,CITY CONTROLLER,53301,WORKFORCE TRAINING, , ,,20000
2013,Expenditure,106000,CITY CONTROLLER,53501,AUDITING & ACCOUNTING SERVICE, , ,,55000
2013,Expenditure,106000,CITY CONTROLLER,53901,PROFESSIONAL SERVICES - CONVER, , ,,50000
2013,Expenditure,106000,CITY CONTROLLER,54201,MAINTENANCE, , ,,3000
2013,Expenditure,106000,CITY CONTROLLER,54505,OFFICE EQUIPMENT, , ,,6500
2013,Expenditure,106000,CITY CONTROLLER,54513,MCHINERY & EQUIPMENTS, , ,,12000
2013,Expenditure,106000,CITY CONTROLLER,56101,OFFICE SUPPLIES, , ,,9440
2013,Expenditure,106000,CITY CONTROLLER,56151,OPERATIONAL SUPPLIES, , ,,7636
2013,Expenditure,106000,CITY CONTROLLER,57501,MACHINERY AND EQUIPMENT, , ,,3819
2013,Expenditure,106000,CITY CONTROLLER,57571,FURNITURE AND FIXTURES, , ,,3820
2013,Expenditure,107000,FINANCE,51101,REGULAR, , ,,3778199
2013,Expenditure,107000,FINANCE,51401,PREMIUM PAY, , ,,22085
2013,Expenditure,107000,FINANCE,52401,PENSION CONTRIBUTION, , ,,31258000
2013,Expenditure,107000,FINANCE,52404,RETIREE CONTRIBUTION, , ,,2276000
2013,Expenditure,107000,FINANCE,52407,WIDOW(ER) CONTRIBUTION, , ,,155000
