Year,Type,Cost Center,Department,Object Account,Account Description,Subledger Type,Subledger,Subledger Description,Amount
2012,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D1,CC-Council District 1,150012
2012,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D2,CC-Council District 2,150012
2012,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D3,CC-Council District 3,150012
2012,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D4,CC-Council District 4,150012
2012,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D5,CC-Council District 5,150011
2012,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D6,CC-Council District 6,150011
2012,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D7,CC-Council District 7,150011
2012,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D8,CC-Council District 8,150011
2012,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D9,CC-Council District 9,150011
2012,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D1,CC-Council District 1,4444
2012,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D2,CC-Council District 2,4444
2012,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D3,CC-Council District 3,4444
2012,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D4,CC-Council District 4,4444
2012,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D5,CC-Council District 5,4444
2012,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D6,CC-Council District 6,4445
2012,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D7,CC-Council District 7,4445
2012,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D8,CC-Council District 8,4445
2012,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D9,CC-Council District 9,4445
2012,Expenditure,101200,CITY CLERK,51101,REGULAR,S,CC1,CC-Council District 1,63561
2012,Expenditure,101200,CITY CLERK,51101,REGULAR,S,CC2,CC-Council District 2,63561
