Year,Type,Cost Center,Department,Object Account,Account Description,Subledger Type,Subledger,Subledger Description,Amount
2017,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D0,CC-General,-31329.1
2017,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D1,CC-Council District 1,190803.8
2017,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D2,CC-Council District 2,192055.49
2017,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D3,CC-Council District 3,192911.15
2017,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D4,CC-Council District 4,187821.1
2017,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D5,CC-Council District 5,195285.35
2017,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D6,CC-Council District 6,187824.34
2017,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D7,CC-Council District 7,194638.87
2017,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D8,CC-Council District 8,194559
2017,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D9,CC-Council District 9,187833
2017,Expenditure,101100,CITY COUNCIL,51401,PREMIUM PAY,S,D0,CC-General,2300
2017,Expenditure,101100,CITY COUNCIL,52101,HEALTH INSURANCE,S,D1,CC-Council District 1,19974
2017,Expenditure,101100,CITY COUNCIL,52101,HEALTH INSURANCE,S,D2,CC-Council District 2,19014
2017,Expenditure,101100,CITY COUNCIL,52101,HEALTH INSURANCE,S,D3,CC-Council District 3,25358.04
2017,Expenditure,101100,CITY COUNCIL,52101,HEALTH INSURANCE,S,D4,CC-Council District 4,31690.08
2017,Expenditure,101100,CITY COUNCIL,52101,HEALTH INSURANCE,S,D5,CC-Council District 5,12676.08
2017,Expenditure,101100,CITY COUNCIL,52101,HEALTH INSURANCE,S,D6,CC-Council District 6,38028
2017,Expenditure,101100,CITY COUNCIL,52101,HEALTH INSURANCE,S,D7,CC-Council District 7,25358.04
2017,Expenditure,101100,CITY COUNCIL,52101,HEALTH INSURANCE,S,D8,CC-Council District 8,32169.96
2017,Expenditure,101100,CITY COUNCIL,52101,HEALTH INSURANCE,S,D9,CC-Council District 9,44366.04
2017,Expenditure,101100,CITY COUNCIL,52111,OTHER INSUR/BENEFITS,S,D1,CC-Council District 1,2493.98
2017,Expenditure,101100,CITY COUNCIL,52111,OTHER INSUR/BENEFITS,S,D2,CC-Council District 2,3017.86
2017,Expenditure,101100,CITY COUNCIL,52111,OTHER INSUR/BENEFITS,S,D3,CC-Council District 3,2987.27
2017,Expenditure,101100,CITY COUNCIL,52111,OTHER INSUR/BENEFITS,S,D4,CC-Council District 4,2816.31
2017,Expenditure,101100,CITY COUNCIL,52111,OTHER INSUR/BENEFITS,S,D5,CC-Council District 5,2447.76
2017,Expenditure,101100,CITY COUNCIL,52111,OTHER INSUR/BENEFITS,S,D6,CC-Council District 6,2989.65
2017,Expenditure,101100,CITY COUNCIL,52111,OTHER INSUR/BENEFITS,S,D7,CC-Council District 7,2786.05
2017,Expenditure,101100,CITY COUNCIL,52111,OTHER INSUR/BENEFITS,S,D8,CC-Council District 8,2595.26
2017,Expenditure,101100,CITY COUNCIL,52111,OTHER INSUR/BENEFITS,S,D9,CC-Council District 9,3264.76
2017,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D1,CC-Council District 1,18072.44
2017,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D2,CC-Council District 2,20687.73
2017,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D3,CC-Council District 3,21207.29
2017,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D4,CC-Council District 4,20817.91
2017,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D5,CC-Council District 5,19733.28
2017,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D6,CC-Council District 6,20423.09
2017,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D7,CC-Council District 7,20747.69
2017,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D8,CC-Council District 8,20629.54
2017,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D9,CC-Council District 9,21408.96
2017,Expenditure,101100,CITY COUNCIL,52601,PERSONAL LEAVE BUYBACK,S,D0,CC-General,20800
2017,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D1,CC-Council District 1,4444.44
2017,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D2,CC-Council District 2,4444.44
2017,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D3,CC-Council District 3,4444.44
2017,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D4,CC-Council District 4,4444.44
2017,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D5,CC-Council District 5,4444.44
2017,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D6,CC-Council District 6,4444.44
2017,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D7,CC-Council District 7,4444.44
2017,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D8,CC-Council District 8,4444.44
2017,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D9,CC-Council District 9,4444.44
2017,Expenditure,101200,CITY CLERK,51101,REGULAR,S,CC0,CC-General,673579.63
2017,Expenditure,101200,CITY CLERK,51401,PREMIUM PAY,S,CC0,CC-General,1000
2017,Expenditure,101200,CITY CLERK,52101,HEALTH INSURANCE,S,CC0,CC-General,129664.2
2017,Expenditure,101200,CITY CLERK,52111,OTHER INSUR/BENEFITS,S,CC0,CC-General,12519.53
2017,Expenditure,101200,CITY CLERK,52201,SOCIAL SECURITY,S,CC0,CC-General,53110.5
2017,Expenditure,101200,CITY CLERK,52601,PERSONAL LEAVE BUYBACK,S,CC0,CC-General,15800
2017,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC0,CC-General,15000
2017,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC1,CC-Council District 1,5000
2017,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC2,CC-Council District 2,5000
2017,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC3,CC-Council District 3,5000
2017,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC4,CC-Council District 4,5000
2017,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC5,CC-Council District 5,5000
2017,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC6,CC-Council District 6,5000
2017,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC7,CC-Council District 7,5000
2017,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC8,CC-Council District 8,5000
2017,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC9,CC-Council District 9,5000
2017,Expenditure,101200,CITY CLERK,53301,WORKFORCE TRAINING,S,CC0,CC-General,1000
2017,Expenditure,101200,CITY CLERK,53509,COMPUTER MAINTANACE,S,CC0,CC-General,90853
2017,Expenditure,101200,CITY CLERK,53517,LEGAL FEES,S,CC0,CC-General,51120
2017,Expenditure,101200,CITY CLERK,53541,AUDITING-NON FINANCIAL,S,CC0,CC-General,9315
2017,Expenditure,101200,CITY CLERK,53901,PROFESSIONAL SERVICES - CONVER,S,CC0,CC-General,1000
2017,Expenditure,101200,CITY CLERK,54505,OFFICE EQUIPMENT,S,CC0,CC-General,6000
2017,Expenditure,101200,CITY CLERK,55305,PROMOTIONAL,S,CC0,CC-General,2300
2017,Expenditure,101200,CITY CLERK,55501,PRINTING & BINDING,S,CC0,CC-General,2000
2017,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC1,CC-Council District 1,555.55
2017,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC2,CC-Council District 2,555.55
2017,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC3,CC-Council District 3,555.55
2017,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC4,CC-Council District 4,555.55
2017,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC5,CC-Council District 5,555.55
2017,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC6,CC-Council District 6,555.55
2017,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC7,CC-Council District 7,555.55
2017,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC8,CC-Council District 8,555.55
2017,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC9,CC-Council District 9,555.55
2017,Expenditure,101200,CITY CLERK,55705,LODGING,S,CC0,CC-General,5000
2017,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC0,CC-General,704
2017,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC1,CC-Council District 1,144
2017,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC2,CC-Council District 2,144
2017,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC3,CC-Council District 3,144
2017,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC4,CC-Council District 4,144
