Year,Type,Cost Center,Department,Object Account,Account Description,Subledger Type,Subledger,Subledger Description,Amount
2015,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D9,CC-Council District 9,168822
2015,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D1,CC-Council District 1,168819
2015,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D2,CC-Council District 2,168819
2015,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D3,CC-Council District 3,168819
2015,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D4,CC-Council District 4,168819
2015,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D5,CC-Council District 5,168819
2015,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D6,CC-Council District 6,168819
2015,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D7,CC-Council District 7,168819
2015,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,D8,CC-Council District 8,168819
2015,Expenditure,101100,CITY COUNCIL,51101,REGULAR,S,CC1,CC-Council District 1,-15000
2015,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D6,CC-Council District 6,4445
2015,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D7,CC-Council District 7,4445
2015,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D8,CC-Council District 8,4445
2015,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D9,CC-Council District 9,4445
2015,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D1,CC-Council District 1,4444
2015,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D2,CC-Council District 2,4444
2015,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D3,CC-Council District 3,4444
2015,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D4,CC-Council District 4,4444
2015,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D5,CC-Council District 5,4444
2015,Expenditure,101200,CITY CLERK,51101,REGULAR,S,CC0,CC-General,640149
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC0,CC-General,6000
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC1,CC-Council District 1,6000
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC2,CC-Council District 2,6000
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC3,CC-Council District 3,6000
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC4,CC-Council District 4,6000
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC5,CC-Council District 5,6000
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC6,CC-Council District 6,6000
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC7,CC-Council District 7,6000
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC8,CC-Council District 8,6000
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC9,CC-Council District 9,6000
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC0,CC-General,100
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC1,CC-Council District 1,100
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC2,CC-Council District 2,100
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC3,CC-Council District 3,100
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC4,CC-Council District 4,100
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC5,CC-Council District 5,100
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC6,CC-Council District 6,100
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC7,CC-Council District 7,100
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC8,CC-Council District 8,100
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC9,CC-Council District 9,100
2015,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC1,CC-Council District 1,15000
2015,Expenditure,101200,CITY CLERK,53509,COMPUTER MAINTANACE,S,CC0,CC-General,40853
2015,Expenditure,101200,CITY CLERK,53517,LEGAL FEES,S,CC0,CC-General,51120
2015,Expenditure,101200,CITY CLERK,53541,AUDITING-NON FINANCIAL,S,CC0,CC-General,9315
